,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,squire
306,,,,23388,40,0.4087427558774002,Category,,,,,,,Feature,,,,,,Subject,,
307,,,,23378,50,0.46076227699691324,Category,,,,,,,Feature,,,,,,Subject,,
308,,,,23368,60,0.5056005060487687,Category,,,,,,,Feature,,,,,,Subject,,
309,,,,23358,70,0.522272621340381,Category,,,,,,,Feature,,,,,,Subject,,
310,,,,23427,1,0.007716242204628309,Category,,,,,,,,Feature,,,,,Subject,,
311,,,,23423,5,0.0378866692624904,Category,,,,,,,,Feature,,,,,Subject,,
312,,,,23418,10,0.07408358085338054,Category,,,,,,,,Feature,,,,,Subject,,
313,,,,23413,15,0.11024424279719322,Category,,,,,,,,Feature,,,,,Subject,,
314,,,,23408,20,0.14640740747106815,Category,,,,,,,,Feature,,,,,Subject,,
315,,,,23398,30,0.2187410937458149,Category,,,,,,,,Feature,,,,,Subject,,
316,,,,23388,40,0.2703593940940618,Category,,,,,,,,Feature,,,,,Subject,,
317,,,,23378,50,0.3090701933334436,Category,,,,,,,,Feature,,,,,Subject,,
318,,,,23368,60,0.34345206984510895,Category,,,,,,,,Feature,,,,,Subject,,
319,,,,23358,70,0.3564499531676607,Category,,,,,,,,Feature,,,,,Subject,,
320,,,,23427,1,0.286877277212863,Category,,,,,,,,,Feature,,,,Subject,,
321,,,,23423,5,1.4306560094136613,Category,,,,,,,,,Feature,,,,Subject,,
322,,,,23418,10,2.8449361138598075,Category,,,,,,,,,Feature,,,,Subject,,
323,,,,23413,15,4.221665804167623,Category,,,,,,,,,Feature,,,,Subject,,
324,,,,23408,20,5.52484682010776,Category,,,,,,,,,Feature,,,,Subject,,
325,,,,23398,30,7.818149146925398,Category,,,,,,,,,Feature,,,,Subject,,
326,,,,23388,40,5.859774605769696,Category,,,,,,,,,Feature,,,,Subject,,
327,,,,23378,50,4.044318164888604,Category,,,,,,,,,Feature,,,,Subject,,
328,,,,23368,60,2.83255217796431,Category,,,,,,,,,Feature,,,,Subject,,
329,,,,23358,70,2.458246180035884,Category,,,,,,,,,Feature,,,,Subject,,
330,,,,23427,1,0.01697509269736758,Category,,,,,,,,,,Feature,,,Subject,,
331,,,,23423,5,0.07834282212066312,Category,,,,,,,,,,Feature,,,Subject,,
332,,,,23418,10,0.15274756990326635,Category,,,,,,,,,,Feature,,,Subject,,
333,,,,23413,15,0.22623585542054303,Category,,,,,,,,,,Feature,,,Subject,,
334,,,,23408,20,0.29963391414093515,Category,,,,,,,,,,Feature,,,Subject,,
335,,,,23398,30,0.44633282723669493,Category,,,,,,,,,,Feature,,,Subject,,
336,,,,23388,40,0.5394779528660442,Category,,,,,,,,,,Feature,,,Subject,,
337,,,,23378,50,0.5996204206621808,Category,,,,,,,,,,Feature,,,Subject,,
338,,,,23368,60,0.6477561169389336,Category,,,,,,,,,,Feature,,,Subject,,
339,,,,23358,70,0.6650380002183759,Category,,,,,,,,,,Feature,,,Subject,,
340,,,,23427,1,0.05617632749999174,Category,,,,,,,,,,,Feature,,Subject,,
341,,,,23423,5,0.2508510733813024,Category,,,,,,,,,,,Feature,,Subject,,
342,,,,23418,10,0.4781322838122353,Category,,,,,,,,,,,Feature,,Subject,,
343,,,,23413,15,0.6912909342165917,Category,,,,,,,,,,,Feature,,Subject,,
344,,,,23408,20,0.8965826224148528,Category,,,,,,,,,,,Feature,,Subject,,
345,,,,23398,30,1.2956059638286395,Category,,,,,,,,,,,Feature,,Subject,,
346,,,,23388,40,1.4022864340544625,Category,,,,,,,,,,,Feature,,Subject,,
347,,,,23378,50,1.452356910227716,Category,,,,,,,,,,,Feature,,Subject,,
348,,,,23368,60,1.48657549464397,Category,,,,,,,,,,,Feature,,Subject,,
349,,,,23358,70,1.4997131223956304,Category,,,,,,,,,,,Feature,,Subject,,
350,,,,23427,1,0.2725736310282041,,Feature,,,,,,,,,,,Category,Subject,,
351,,,,23423,5,1.3594978657360717,,Feature,,,,,,,,,,,Category,Subject,,
352,,,,23418,10,2.705405618270904,,Feature,,,,,,,,,,,Category,Subject,,
353,,,,23413,15,4.021500390088592,,Feature,,,,,,,,,,,Category,Subject,,
354,,,,23408,20,5.2905554452456025,,Feature,,,,,,,,,,,Category,Subject,,
355,,,,23398,30,7.584837244101646,,Feature,,,,,,,,,,,Category,Subject,,
356,,,,23388,40,5.947671387800915,,Feature,,,,,,,,,,,Category,Subject,,
357,,,,23378,50,4.101379335944522,,Feature,,,,,,,,,,,Category,Subject,,
358,,,,23368,60,2.8458103280986444,,Feature,,,,,,,,,,,Category,Subject,,
359,,,,23358,70,2.477073790387028,,Feature,,,,,,,,,,,Category,Subject,,
360,,,,23427,1,0.3887785635810733,,,Feature,,,,,,,,,,Category,Subject,,
361,,,,23423,5,1.9430083686789679,,,Feature,,,,,,,,,,Category,Subject,,
362,,,,23418,10,3.868566118514361,,,Feature,,,,,,,,,,Category,Subject,,
363,,,,23413,15,5.733379401527984,,,Feature,,,,,,,,,,Category,Subject,,
364,,,,23408,20,7.473927101697972,,,Feature,,,,,,,,,,Category,Subject,,
365,,,,23398,30,10.379524992045036,,,Feature,,,,,,,,,,Category,Subject,,
366,,,,23388,40,6.081635653076301,,,Feature,,,,,,,,,,Category,Subject,,
367,,,,23378,50,3.0723159473131467,,,Feature,,,,,,,,,,Category,Subject,,
368,,,,23368,60,1.5422897615397746,,,Feature,,,,,,,,,,Category,Subject,,
369,,,,23358,70,1.182648338462714,,,Feature,,,,,,,,,,Category,Subject,,
370,,,,23427,1,0.8056314895889576,,,,Feature,,,,,,,,,Category,Subject,,
371,,,,23423,5,4.012428235358239,,,,Feature,,,,,,,,,Category,Subject,,
372,,,,23418,10,7.984900438314163,,,,Feature,,,,,,,,,Category,Subject,,
373,,,,23413,15,11.431677859615565,,,,Feature,,,,,,,,,Category,Subject,,
374,,,,23408,20,13.419089077108897,,,,Feature,,,,,,,,,Category,Subject,,
375,,,,23398,30,14.421848324738168,,,,Feature,,,,,,,,,Category,Subject,,
376,,,,23388,40,1.8069543495094924,,,,Feature,,,,,,,,,Category,Subject,,
377,,,,23378,50,0.2605406007214687,,,,Feature,,,,,,,,,Category,Subject,,
378,,,,23368,60,0.05393048279363395,,,,Feature,,,,,,,,,Category,Subject,,
379,,,,23358,70,0.028685123136237604,,,,Feature,,,,,,,,,Category,Subject,,
380,,,,23427,1,0.19933203940232808,,,,,Feature,,,,,,,,Category,Subject,,
381,,,,23423,5,0.992768491543705,,,,,Feature,,,,,,,,Category,Subject,,
382,,,,23418,10,1.9773834671195467,,,,,Feature,,,,,,,,Category,Subject,,
383,,,,23413,15,2.9464286416440255,,,,,Feature,,,,,,,,Category,Subject,,
384,,,,23408,20,3.8877575142633947,,,,,Feature,,,,,,,,Category,Subject,,
385,,,,23398,30,5.657341494973073,,,,,Feature,,,,,,,,Category,Subject,,
386,,,,23388,40,5.10179255309408,,,,,Feature,,,,,,,,Category,Subject,,
387,,,,23378,50,4.113141941575728,,,,,Feature,,,,,,,,Category,Subject,,
388,,,,23368,60,3.273293350169375,,,,,Feature,,,,,,,,Category,Subject,,
389,,,,23358,70,2.997486157631924,,,,,Feature,,,,,,,,Category,Subject,,
390,,,,23427,1,0.9510649106844882,,,,,,Feature,,,,,,,Category,Subject,,
391,,,,23423,5,4.731070309066418,,,,,,Feature,,,,,,,Category,Subject,,
392,,,,23418,10,9.410261548512986,,,,,,Feature,,,,,,,Category,Subject,,
393,,,,23413,15,13.194526332831298,,,,,,Feature,,,,,,,Category,Subject,,
394,,,,23408,20,14.294619028145998,,,,,,Feature,,,,,,,Category,Subject,,
395,,,,23398,30,14.505236868868469,,,,,,Feature,,,,,,,Category,Subject,,
396,,,,23388,40,0.7192824223382818,,,,,,Feature,,,,,,,Category,Subject,,
397,,,,23378,50,0.08188134082328233,,,,,,Feature,,,,,,,Category,Subject,,
398,,,,23368,60,0.01843379464501037,,,,,,Feature,,,,,,,Category,Subject,,
399,,,,23358,70,0.01092821641726076,,,,,,Feature,,,,,,,Category,Subject,,
400,,,,23427,1,0.3122418202375048,,,,,,,Feature,,,,,,Category,Subject,,
401,,,,23423,5,1.5590634135858066,,,,,,,Feature,,,,,,Category,Subject,,
402,,,,23418,10,3.104012097473412,,,,,,,Feature,,,,,,Category,Subject,,
403,,,,23413,15,4.610062786723305,,,,,,,Feature,,,,,,Category,Subject,,
404,,,,23408,20,6.033405626852065,,,,,,,Feature,,,,,,Category,Subject,,
405,,,,23398,30,8.507222508744325,,,,,,,Feature,,,,,,Category,Subject,,
406,,,,23388,40,6.048144117978881,,,,,,,Feature,,,,,,Category,Subject,,
407,,,,23378,50,3.9296329906126366,,,,,,,Feature,,,,,,Category,Subject,,
408,,,,23368,60,2.555450504904346,,,,,,,Feature,,,,,,Category,Subject,,
409,,,,23358,70,2.155317123135699,,,,,,,Feature,,,,,,Category,Subject,,
410,,,,23427,1,0.3579256924703748,,,,,,,,Feature,,,,,Category,Subject,,
411,,,,23423,5,1.7868945853759666,,,,,,,,Feature,,,,,Category,Subject,,
412,,,,23418,10,3.556863342140994,,,,,,,,Feature,,,,,Category,Subject,,
413,,,,23413,15,5.271615313504398,,,,,,,,Feature,,,,,Category,Subject,,
414,,,,23408,20,6.876981871970498,,,,,,,,Feature,,,,,Category,Subject,,
415,,,,23398,30,9.611087650033989,,,,,,,,Feature,,,,,Category,Subject,,
416,,,,23388,40,6.25925404834003,,,,,,,,Feature,,,,,Category,Subject,,
417,,,,23378,50,3.615129535956275,,,,,,,,Feature,,,,,Category,Subject,,
418,,,,23368,60,1.959426680259406,,,,,,,,Feature,,,,,Category,Subject,,
419,,,,23358,70,1.5023054800184144,,,,,,,,Feature,,,,,Category,Subject,,
420,,,,23427,1,0.28886692216436627,,,,,,,,,Feature,,,,Category,Subject,,
421,,,,23423,5,1.4431508919023277,,,,,,,,,Feature,,,,Category,Subject,,
422,,,,23418,10,2.876901709012901,,,,,,,,,Feature,,,,Category,Subject,,
423,,,,23413,15,4.27897199642356,,,,,,,,,Feature,,,,Category,Subject,,
424,,,,23408,20,5.625216600759304,,,,,,,,,Feature,,,,Category,Subject,,
425,,,,23398,30,8.04964291477498,,,,,,,,,Feature,,,,Category,Subject,,
426,,,,23388,40,6.054110436806456,,,,,,,,,Feature,,,,Category,Subject,,
427,,,,23378,50,4.011792730287798,,,,,,,,,Feature,,,,Category,Subject,,
428,,,,23368,60,2.5836629585972957,,,,,,,,,Feature,,,,Category,Subject,,
429,,,,23358,70,2.177896074945091,,,,,,,,,Feature,,,,Category,Subject,,
430,,,,23427,1,0.28105100783373677,,,,,,,,,,Feature,,,Category,Subject,,
431,,,,23423,5,1.4037283100650604,,,,,,,,,,Feature,,,Category,Subject,,
432,,,,23418,10,2.7969965457705404,,,,,,,,,,Feature,,,Category,Subject,,
433,,,,23413,15,4.155733507240961,,,,,,,,,,Feature,,,Category,Subject,,
434,,,,23408,20,5.464916183405319,,,,,,,,,,Feature,,,Category,Subject,,
435,,,,23398,30,7.8429446020482825,,,,,,,,,,Feature,,,Category,Subject,,
436,,,,23388,40,6.027305307392243,,,,,,,,,,Feature,,,Category,Subject,,
437,,,,23378,50,4.116050231713871,,,,,,,,,,Feature,,,Category,Subject,,
438,,,,23368,60,2.7731953714562314,,,,,,,,,,Feature,,,Category,Subject,,
439,,,,23358,70,2.359814114253482,,,,,,,,,,Feature,,,Category,Subject,,
440,,,,23427,1,0.4943585212684516,,,,,,,,,,,Feature,,Category,Subject,,
441,,,,23423,5,2.46915429991306,,,,,,,,,,,Feature,,Category,Subject,,
442,,,,23418,10,4.9154912434920615,,,,,,,,,,,Feature,,Category,Subject,,
443,,,,23413,15,7.234872286961432,,,,,,,,,,,Feature,,Category,Subject,,
444,,,,23408,20,9.28974074808638,,,,,,,,,,,Feature,,Category,Subject,,
445,,,,23398,30,12.23288740341447,,,,,,,,,,,Feature,,Category,Subject,,
446,,,,23388,40,5.30946485556282,,,,,,,,,,,Feature,,Category,Subject,,
447,,,,23378,50,1.9684228681545228,,,,,,,,,,,Feature,,Category,Subject,,
448,,,,23368,60,0.702255593409519,,,,,,,,,,,Feature,,Category,Subject,,
449,,,,23358,70,0.46039975840738656,,,,,,,,,,,Feature,,Category,Subject,,
450,,,,23427,1,0.97932110778627,,,,,,,,,,,,Feature,Category,Subject,,
451,,,,23423,5,4.853306058479511,,,,,,,,,,,,Feature,Category,Subject,,
452,,,,23418,10,9.646181165256683,,,,,,,,,,,,Feature,Category,Subject,,
453,,,,23413,15,13.457439186079151,,,,,,,,,,,,Feature,Category,Subject,,
454,,,,23408,20,14.373973438631328,,,,,,,,,,,,Feature,Category,Subject,,
455,,,,23398,30,14.507061233853054,,,,,,,,,,,,Feature,Category,Subject,,
456,,,,23388,40,0.5636317145175139,,,,,,,,,,,,Feature,Category,Subject,,
457,,,,23378,50,0.0716482587025434,,,,,,,,,,,,Feature,Category,Subject,,
458,,,,23368,60,0.017068394473836103,,,,,,,,,,,,Feature,Category,Subject,,
459,,,,23358,70,0.010245222731867605,,,,,,,,,,,,Feature,Category,Subject,,
460,,Category,Feature,23427,1,0.2725736310282041,,,,,,,,,,,,,,,Subject,
461,,Category,Feature,23423,5,1.3594978657360717,,,,,,,,,,,,,,,Subject,
462,,Category,Feature,23418,10,2.705405618270904,,,,,,,,,,,,,,,Subject,
463,,Category,Feature,23413,15,4.021500390088592,,,,,,,,,,,,,,,Subject,
464,,Category,Feature,23408,20,5.2905554452456025,,,,,,,,,,,,,,,Subject,
465,,Category,Feature,23398,30,7.584837244101646,,,,,,,,,,,,,,,Subject,
466,,Category,Feature,23388,40,5.947671387800915,,,,,,,,,,,,,,,Subject,
467,,Category,Feature,23378,50,4.101379335944522,,,,,,,,,,,,,,,Subject,
468,,Category,Feature,23368,60,2.8458103280986444,,,,,,,,,,,,,,,Subject,
469,,Category,Feature,23358,70,2.477073790387028,,,,,,,,,,,,,,,Subject,
470,,,,23427,1,0.008613996018336121,Category,Feature,,,,,,,,,,,,,Subject,
471,,,,23423,5,0.039981631897173506,Category,Feature,,,,,,,,,,,,,Subject,
472,,,,23418,10,0.07614904157950834,Category,Feature,,,,,,,,,,,,,Subject,
473,,,,23413,15,0.10729313340017094,Category,Feature,,,,,,,,,,,,,Subject,
474,,,,23408,20,0.1370738203650935,Category,Feature,,,,,,,,,,,,,Subject,
475,,,,23398,30,0.19234190961777137,Category,Feature,,,,,,,,,,,,,Subject,
476,,,,23388,40,0.2128877824414121,Category,Feature,,,,,,,,,,,,,Subject,
477,,,,23378,50,0.2270265910037179,Category,Feature,,,,,,,,,,,,,Subject,
478,,,,23368,60,0.2399305594977855,Category,Feature,,,,,,,,,,,,,Subject,
479,,,,23358,70,0.2452479604179752,Category,Feature,,,,,,,,,,,,,Subject,
480,,,,23427,1,0.3579256924703748,Category,,Feature,,,,,,,,,,,,Subject,
481,,,,23423,5,1.7868945853759666,Category,,Feature,,,,,,,,,,,,Subject,
482,,,,23418,10,3.556863342140994,Category,,Feature,,,,,,,,,,,,Subject,
483,,,,23413,15,5.271615313504398,Category,,Feature,,,,,,,,,,,,Subject,
484,,,,23408,20,6.876981871970498,Category,,Feature,,,,,,,,,,,,Subject,
485,,,,23398,30,9.611087650033989,Category,,Feature,,,,,,,,,,,,Subject,
486,,,,23388,40,6.25925404834003,Category,,Feature,,,,,,,,,,,,Subject,
487,,,,23378,50,3.615129535956275,Category,,Feature,,,,,,,,,,,,Subject,
488,,,,23368,60,1.959426680259406,Category,,Feature,,,,,,,,,,,,Subject,
489,,,,23358,70,1.5023054800184144,Category,,Feature,,,,,,,,,,,,Subject,
490,,,,23427,1,0.042744981825362814,Category,,,Feature,,,,,,,,,,,Subject,
491,,,,23423,5,0.1722372791337801,Category,,,Feature,,,,,,,,,,,Subject,
492,,,,23418,10,0.29203438572530305,Category,,,Feature,,,,,,,,,,,Subject,
493,,,,23413,15,0.3825274331788687,Category,,,Feature,,,,,,,,,,,Subject,
494,,,,23408,20,0.4506041406459388,Category,,,Feature,,,,,,,,,,,Subject,
495,,,,23398,30,0.561336223863556,Category,,,Feature,,,,,,,,,,,Subject,
496,,,,23388,40,0.47587582475281986,Category,,,Feature,,,,,,,,,,,Subject,
497,,,,23378,50,0.4547261762875152,Category,,,Feature,,,,,,,,,,,Subject,
498,,,,23368,60,0.4565169130427391,Category,,,Feature,,,,,,,,,,,Subject,
499,,,,23358,70,0.4619266084855561,Category,,,Feature,,,,,,,,,,,Subject,
500,,,,23427,1,0.007261327090039372,Category,,,,Feature,,,,,,,,,,Subject,
501,,,,23423,5,0.03509642990650345,Category,,,,Feature,,,,,,,,,,Subject,
502,,,,23418,10,0.0688987469019911,Category,,,,Feature,,,,,,,,,,Subject,
503,,,,23413,15,0.10135818066554768,Category,,,,Feature,,,,,,,,,,Subject,
504,,,,23408,20,0.13106409399758118,Category,,,,Feature,,,,,,,,,,Subject,
505,,,,23398,30,0.18341493869095205,Category,,,,Feature,,,,,,,,,,Subject,
506,,,,23388,40,0.19827426240119567,Category,,,,Feature,,,,,,,,,,Subject,
507,,,,23378,50,0.2025549459152636,Category,,,,Feature,,,,,,,,,,Subject,
508,,,,23368,60,0.20571234206094097,Category,,,,Feature,,,,,,,,,,Subject,
509,,,,23358,70,0.2083463828164613,Category,,,,Feature,,,,,,,,,,Subject,
510,,,,23427,1,0.05741405914390879,Category,,,,,Feature,,,,,,,,,Subject,
511,,,,23423,5,0.22320281836308348,Category,,,,,Feature,,,,,,,,,Subject,
512,,,,23418,10,0.37401481847305745,Category,,,,,Feature,,,,,,,,,Subject,
513,,,,23413,15,0.4796046364082148,Category,,,,,Feature,,,,,,,,,Subject,
514,,,,23408,20,0.5565761567682962,Category,,,,,Feature,,,,,,,,,Subject,
515,,,,23398,30,0.6718215455370139,Category,,,,,Feature,,,,,,,,,Subject,
516,,,,23388,40,0.5373526228131237,Category,,,,,Feature,,,,,,,,,Subject,
517,,,,23378,50,0.5197344102537977,Category,,,,,Feature,,,,,,,,,Subject,
518,,,,23368,60,0.5346966339648384,Category,,,,,Feature,,,,,,,,,Subject,
519,,,,23358,70,0.5404169537075133,Category,,,,,Feature,,,,,,,,,Subject,
520,,,,23427,1,0.1814222907046532,Category,,,,,,Feature,,,,,,,,Subject,
521,,,,23423,5,0.9036599810191847,Category,,,,,,Feature,,,,,,,,Subject,
522,,,,23418,10,1.7996804452175825,Category,,,,,,Feature,,,,,,,,Subject,
523,,,,23413,15,2.6833852523875894,Category,,,,,,Feature,,,,,,,,Subject,
524,,,,23408,20,3.5441826113450308,Category,,,,,,Feature,,,,,,,,Subject,
525,,,,23398,30,5.175045656403275,Category,,,,,,Feature,,,,,,,,Subject,
526,,,,23388,40,4.8216703004215615,Category,,,,,,Feature,,,,,,,,Subject,
527,,,,23378,50,4.0373665570317305,Category,,,,,,Feature,,,,,,,,Subject,
528,,,,23368,60,3.3284600534375524,Category,,,,,,Feature,,,,,,,,Subject,
529,,,,23358,70,3.076746766648008,Category,,,,,,Feature,,,,,,,,Subject,
530,,,,23427,1,0.01577591493373041,Category,,,,,,,Feature,,,,,,,Subject,
531,,,,23423,5,0.07089377996172129,Category,,,,,,,Feature,,,,,,,Subject,
532,,,,23418,10,0.12883911533472314,Category,,,,,,,Feature,,,,,,,Subject,
533,,,,23413,15,0.17725261641914264,Category,,,,,,,Feature,,,,,,,Subject,
534,,,,23408,20,0.22089937614483002,Category,,,,,,,Feature,,,,,,,Subject,
535,,,,23398,30,0.3009647933370211,Category,,,,,,,Feature,,,,,,,Subject,
536,,,,23388,40,0.3138441018790393,Category,,,,,,,Feature,,,,,,,Subject,
537,,,,23378,50,0.32675585212245384,Category,,,,,,,Feature,,,,,,,Subject,
538,,,,23368,60,0.34251288196523516,Category,,,,,,,Feature,,,,,,,Subject,
539,,,,23358,70,0.34889673512928315,Category,,,,,,,Feature,,,,,,,Subject,
540,,,,23427,1,0.011651046632962767,Category,,,,,,,,Feature,,,,,,Subject,
541,,,,23423,5,0.05531521768268918,Category,,,,,,,,Feature,,,,,,Subject,
542,,,,23418,10,0.10340371398090212,Category,,,,,,,,Feature,,,,,,Subject,
543,,,,23413,15,0.14803616507324444,Category,,,,,,,,Feature,,,,,,Subject,
544,,,,23408,20,0.19219838775939435,Category,,,,,,,,Feature,,,,,,Subject,
545,,,,23398,30,0.2719968763152223,Category,,,,,,,,Feature,,,,,,Subject,
546,,,,23388,40,0.2961461650391585,Category,,,,,,,,Feature,,,,,,Subject,
547,,,,23378,50,0.30929877828032803,Category,,,,,,,,Feature,,,,,,Subject,
548,,,,23368,60,0.31835680593622667,Category,,,,,,,,Feature,,,,,,Subject,
549,,,,23358,70,0.32221907539839356,Category,,,,,,,,Feature,,,,,,Subject,
550,,,,23427,1,0.0058687370082330225,Category,,,,,,,,,Feature,,,,,Subject,
551,,,,23423,5,0.027972206510499146,Category,,,,,,,,,Feature,,,,,Subject,
552,,,,23418,10,0.05354720130443449,Category,,,,,,,,,Feature,,,,,Subject,
553,,,,23413,15,0.07769095688922768,Category,,,,,,,,,Feature,,,,,Subject,
554,,,,23408,20,0.10133541310820401,Category,,,,,,,,,Feature,,,,,Subject,
555,,,,23398,30,0.1458720852833621,Category,,,,,,,,,Feature,,,,,Subject,
556,,,,23388,40,0.17266535745089495,Category,,,,,,,,,Feature,,,,,Subject,
557,,,,23378,50,0.1933398925925299,Category,,,,,,,,,Feature,,,,,Subject,
558,,,,23368,60,0.21395360986302236,Category,,,,,,,,,Feature,,,,,Subject,
559,,,,23358,70,0.22185992122589565,Category,,,,,,,,,Feature,,,,,Subject,
560,,,,23427,1,0.018550832057907526,Category,,,,,,,,,,Feature,,,,Subject,
561,,,,23423,5,0.0817251280361556,Category,,,,,,,,,,Feature,,,,Subject,
562,,,,23418,10,0.14656299361558991,Category,,,,,,,,,,Feature,,,,Subject,
563,,,,23413,15,0.20195139861065953,Category,,,,,,,,,,Feature,,,,Subject,
564,,,,23408,20,0.24953942959043182,Category,,,,,,,,,,Feature,,,,Subject,
565,,,,23398,30,0.3338765195572372,Category,,,,,,,,,,Feature,,,,Subject,
566,,,,23388,40,0.3451991492029373,Category,,,,,,,,,,Feature,,,,Subject,
567,,,,23378,50,0.3546474410977076,Category,,,,,,,,,,Feature,,,,Subject,
568,,,,23368,60,0.3656638979253918,Category,,,,,,,,,,Feature,,,,Subject,
569,,,,23358,70,0.36955263141740347,Category,,,,,,,,,,Feature,,,,Subject,
570,,,,23427,1,0.06471138537284307,Category,,,,,,,,,,,Feature,,,Subject,
571,,,,23423,5,0.23924471418264193,Category,,,,,,,,,,,Feature,,,Subject,
572,,,,23418,10,0.396130598717406,Category,,,,,,,,,,,Feature,,,Subject,
573,,,,23413,15,0.5025363235236815,Category,,,,,,,,,,,Feature,,,Subject,
574,,,,23408,20,0.5798765286000449,Category,,,,,,,,,,,Feature,,,Subject,
575,,,,23398,30,0.6941911275235095,Category,,,,,,,,,,,Feature,,,Subject,
576,,,,23388,40,0.5461450908322611,Category,,,,,,,,,,,Feature,,,Subject,
577,,,,23378,50,0.5301116470620069,Category,,,,,,,,,,,Feature,,,Subject,
578,,,,23368,60,0.5446220432636654,Category,,,,,,,,,,,Feature,,,Subject,
579,,,,23358,70,0.5501502528369715,Category,,,,,,,,,,,Feature,,,Subject,
580,,,,23427,1,0.27127278163892937,,Feature,,,,,,,,,,,Category,,Subject,
581,,,,23423,5,1.3533092486534626,,Feature,,,,,,,,,,,Category,,Subject,
582,,,,23418,10,2.6926336892154064,,Feature,,,,,,,,,,,Category,,Subject,
583,,,,23413,15,4.002703545262766,,Feature,,,,,,,,,,,Category,,Subject,
584,,,,23408,20,5.267073676793116,,Feature,,,,,,,,,,,Category,,Subject,
585,,,,23398,30,7.5527329192650186,,Feature,,,,,,,,,,,Category,,Subject,
586,,,,23388,40,5.932271328946871,,Feature,,,,,,,,,,,Category,,Subject,
587,,,,23378,50,4.090770994937473,,Feature,,,,,,,,,,,Category,,Subject,
588,,,,23368,60,2.8486487974769985,,Feature,,,,,,,,,,,Category,,Subject,
589,,,,23358,70,2.4828078524087305,,Feature,,,,,,,,,,,Category,,Subject,
590,,,,23427,1,0.28886692216436627,,,Feature,,,,,,,,,,Category,,Subject,
591,,,,23423,5,1.4431508919023277,,,Feature,,,,,,,,,,Category,,Subject,
592,,,,23418,10,2.876901709012901,,,Feature,,,,,,,,,,Category,,Subject,
593,,,,23413,15,4.27897199642356,,,Feature,,,,,,,,,,Category,,Subject,
594,,,,23408,20,5.625216600759304,,,Feature,,,,,,,,,,Category,,Subject,
595,,,,23398,30,8.04964291477498,,,Feature,,,,,,,,,,Category,,Subject,
596,,,,23388,40,6.054110436806456,,,Feature,,,,,,,,,,Category,,Subject,
597,,,,23378,50,4.011792730287798,,,Feature,,,,,,,,,,Category,,Subject,
598,,,,23368,60,2.5836629585972957,,,Feature,,,,,,,,,,Category,,Subject,
599,,,,23358,70,2.177896074945091,,,Feature,,,,,,,,,,Category,,Subject,
600,,,,23427,1,0.8027979117238031,,,,Feature,,,,,,,,,Category,,Subject,
601,,,,23423,5,3.9977965950486016,,,,Feature,,,,,,,,,Category,,Subject,
602,,,,23418,10,7.95626310953407,,,,Feature,,,,,,,,,Category,,Subject,
603,,,,23413,15,11.394253986442104,,,,Feature,,,,,,,,,Category,,Subject,
604,,,,23408,20,13.385051805556257,,,,Feature,,,,,,,,,Category,,Subject,
605,,,,23398,30,14.3946517122607,,,,Feature,,,,,,,,,Category,,Subject,
606,,,,23388,40,1.8380035303910165,,,,Feature,,,,,,,,,Category,,Subject,
607,,,,23378,50,0.3046135622756763,,,,Feature,,,,,,,,,Category,,Subject,
608,,,,23368,60,0.0873727255789409,,,,Feature,,,,,,,,,Category,,Subject,
609,,,,23358,70,0.05326865263532706,,,,Feature,,,,,,,,,Category,,Subject,
610,,,,23427,1,0.19784585262912124,,,,,Feature,,,,,,,,Category,,Subject,
611,,,,23423,5,0.9852201069172299,,,,,Feature,,,,,,,,Category,,Subject,
