,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,belcour,montraville
305,,,,6772,30,12.724664118569606,Category,,,,,,,Feature,,,,,,Subject,,
306,,,,6762,40,0.5289951298540652,Category,,,,,,,Feature,,,,,,Subject,,
307,,,,6752,50,0.09646148657076375,Category,,,,,,,Feature,,,,,,Subject,,
308,,,,6742,60,0.00840179643772535,Category,,,,,,,Feature,,,,,,Subject,,
309,,,,6732,70,0.0,Category,,,,,,,Feature,,,,,,Subject,,
310,,,,6801,1,0.3250705950104703,Category,,,,,,,,Feature,,,,,Subject,,
311,,,,6797,5,1.6174177836539423,Category,,,,,,,,Feature,,,,,Subject,,
312,,,,6792,10,3.1882265202052444,Category,,,,,,,,Feature,,,,,Subject,,
313,,,,6787,15,4.6539387745690926,Category,,,,,,,,Feature,,,,,Subject,,
314,,,,6782,20,5.968823082817771,Category,,,,,,,,Feature,,,,,Subject,,
315,,,,6772,30,8.141077691025881,Category,,,,,,,,Feature,,,,,Subject,,
316,,,,6762,40,5.679500918933582,Category,,,,,,,,Feature,,,,,Subject,,
317,,,,6752,50,3.755502976242442,Category,,,,,,,,Feature,,,,,Subject,,
318,,,,6742,60,2.5100437668705133,Category,,,,,,,,Feature,,,,,Subject,,
319,,,,6732,70,2.1763969225382707,Category,,,,,,,,Feature,,,,,Subject,,
320,,,,6801,1,0.026473022569399013,Category,,,,,,,,,Feature,,,,Subject,,
321,,,,6797,5,0.12855437086958274,Category,,,,,,,,,Feature,,,,Subject,,
322,,,,6792,10,0.24707780225415943,Category,,,,,,,,,Feature,,,,Subject,,
323,,,,6787,15,0.36129885987196647,Category,,,,,,,,,Feature,,,,Subject,,
324,,,,6782,20,0.47549041440251,Category,,,,,,,,,Feature,,,,Subject,,
325,,,,6772,30,0.7003829734084757,Category,,,,,,,,,Feature,,,,Subject,,
326,,,,6762,40,0.8186366613289987,Category,,,,,,,,,Feature,,,,Subject,,
327,,,,6752,50,0.88698929983565,Category,,,,,,,,,Feature,,,,Subject,,
328,,,,6742,60,0.9430627388503889,Category,,,,,,,,,Feature,,,,Subject,,
329,,,,6732,70,0.9663684500798362,Category,,,,,,,,,Feature,,,,Subject,,
330,,,,6801,1,0.04086523592920775,Category,,,,,,,,,,Feature,,,Subject,,
331,,,,6797,5,0.1884058180473772,Category,,,,,,,,,,Feature,,,Subject,,
332,,,,6792,10,0.3616663756362595,Category,,,,,,,,,,Feature,,,Subject,,
333,,,,6787,15,0.5337059844800973,Category,,,,,,,,,,Feature,,,Subject,,
334,,,,6782,20,0.7005073236929394,Category,,,,,,,,,,Feature,,,Subject,,
335,,,,6772,30,1.0181483559402749,Category,,,,,,,,,,Feature,,,Subject,,
336,,,,6762,40,1.1606239405001912,Category,,,,,,,,,,Feature,,,Subject,,
337,,,,6752,50,1.2118320737328072,Category,,,,,,,,,,Feature,,,Subject,,
338,,,,6742,60,1.2367005276011658,Category,,,,,,,,,,Feature,,,Subject,,
339,,,,6732,70,1.242960908594335,Category,,,,,,,,,,Feature,,,Subject,,
340,,,,6801,1,0.22930553764553013,Category,,,,,,,,,,,Feature,,Subject,,
341,,,,6797,5,1.1391546360107676,Category,,,,,,,,,,,Feature,,Subject,,
342,,,,6792,10,2.255574808834133,Category,,,,,,,,,,,Feature,,Subject,,
343,,,,6787,15,3.3214221174835328,Category,,,,,,,,,,,Feature,,Subject,,
344,,,,6782,20,4.334374915604358,Category,,,,,,,,,,,Feature,,Subject,,
345,,,,6772,30,6.167224328088331,Category,,,,,,,,,,,Feature,,Subject,,
346,,,,6762,40,5.245151446343462,Category,,,,,,,,,,,Feature,,Subject,,
347,,,,6752,50,3.983116193485192,Category,,,,,,,,,,,Feature,,Subject,,
348,,,,6742,60,3.0065111238182123,Category,,,,,,,,,,,Feature,,Subject,,
349,,,,6732,70,2.7025145590966893,Category,,,,,,,,,,,Feature,,Subject,,
350,,,,6801,1,0.30904238168565706,,Feature,,,,,,,,,,,Category,Subject,,
351,,,,6797,5,1.5404355319375944,,Feature,,,,,,,,,,,Category,Subject,,
352,,,,6792,10,3.055284112241132,,Feature,,,,,,,,,,,Category,Subject,,
353,,,,6787,15,4.493679724048178,,Feature,,,,,,,,,,,Category,Subject,,
354,,,,6782,20,5.821200502410701,,Feature,,,,,,,,,,,Category,Subject,,
355,,,,6772,30,8.025030029705642,,Feature,,,,,,,,,,,Category,Subject,,
356,,,,6762,40,5.706821525387224,,Feature,,,,,,,,,,,Category,Subject,,
357,,,,6752,50,3.606434551525126,,Feature,,,,,,,,,,,Category,Subject,,
358,,,,6742,60,2.186439513697081,,Feature,,,,,,,,,,,Category,Subject,,
359,,,,6732,70,1.7958249064532739,,Feature,,,,,,,,,,,Category,Subject,,
360,,,,6801,1,0.2621376400062179,,,Feature,,,,,,,,,,Category,Subject,,
361,,,,6797,5,1.1382450931159453,,,Feature,,,,,,,,,,Category,Subject,,
362,,,,6792,10,2.051110325131371,,,Feature,,,,,,,,,,Category,Subject,,
363,,,,6787,15,2.718350572242307,,,Feature,,,,,,,,,,Category,Subject,,
364,,,,6782,20,3.2099621954413218,,,Feature,,,,,,,,,,Category,Subject,,
365,,,,6772,30,4.028717290157846,,,Feature,,,,,,,,,,Category,Subject,,
366,,,,6762,40,2.9917988904857404,,,Feature,,,,,,,,,,Category,Subject,,
367,,,,6752,50,2.7577773049504914,,,Feature,,,,,,,,,,Category,Subject,,
368,,,,6742,60,2.6341491755320776,,,Feature,,,,,,,,,,Category,Subject,,
369,,,,6732,70,2.5951653383746582,,,Feature,,,,,,,,,,Category,Subject,,
370,,,,6801,1,0.857390896742085,,,,Feature,,,,,,,,,Category,Subject,,
371,,,,6797,5,4.269844873723059,,,,Feature,,,,,,,,,Category,Subject,,
372,,,,6792,10,8.408815401869939,,,,Feature,,,,,,,,,Category,Subject,,
373,,,,6787,15,11.34672000777419,,,,Feature,,,,,,,,,Category,Subject,,
374,,,,6782,20,12.445430828447028,,,,Feature,,,,,,,,,Category,Subject,,
375,,,,6772,30,12.71562024489893,,,,Feature,,,,,,,,,Category,Subject,,
376,,,,6762,40,1.1410747518004798,,,,Feature,,,,,,,,,Category,Subject,,
377,,,,6752,50,0.14047586470006426,,,,Feature,,,,,,,,,Category,Subject,,
378,,,,6742,60,0.021003538256352462,,,,Feature,,,,,,,,,Category,Subject,,
379,,,,6732,70,0.010516175437714683,,,,Feature,,,,,,,,,Category,Subject,,
380,,,,6801,1,0.23548219159710526,,,,,Feature,,,,,,,,Category,Subject,,
381,,,,6797,5,1.1715213385873553,,,,,Feature,,,,,,,,Category,Subject,,
382,,,,6792,10,2.3210515557692943,,,,,Feature,,,,,,,,Category,Subject,,
383,,,,6787,15,3.4186023750603765,,,,,Feature,,,,,,,,Category,Subject,,
384,,,,6782,20,4.449462944729964,,,,,Feature,,,,,,,,Category,Subject,,
385,,,,6772,30,6.300290242213864,,,,,Feature,,,,,,,,Category,Subject,,
386,,,,6762,40,5.20477871531785,,,,,Feature,,,,,,,,Category,Subject,,
387,,,,6752,50,3.890367867320405,,,,,Feature,,,,,,,,Category,Subject,,
388,,,,6742,60,2.92066099211061,,,,,Feature,,,,,,,,Category,Subject,,
389,,,,6732,70,2.6224394655450647,,,,,Feature,,,,,,,,Category,Subject,,
390,,,,6801,1,0.9697863692777412,,,,,,Feature,,,,,,,Category,Subject,,
391,,,,6797,5,4.824504360436264,,,,,,Feature,,,,,,,Category,Subject,,
392,,,,6792,10,9.530215965267786,,,,,,Feature,,,,,,,Category,Subject,,
393,,,,6787,15,12.257515785479352,,,,,,Feature,,,,,,,Category,Subject,,
394,,,,6782,20,12.682740860314002,,,,,,Feature,,,,,,,Category,Subject,,
395,,,,6772,30,12.725366257893612,,,,,,Feature,,,,,,,Category,Subject,,
396,,,,6762,40,0.42670286901439164,,,,,,Feature,,,,,,,Category,Subject,,
397,,,,6752,50,0.018878182851403854,,,,,,Feature,,,,,,,Category,Subject,,
398,,,,6742,60,0.0,,,,,,Feature,,,,,,,Category,Subject,,
399,,,,6732,70,0.0,,,,,,Feature,,,,,,,Category,Subject,,
400,,,,6801,1,0.3874613201175276,,,,,,,Feature,,,,,,Category,Subject,,
401,,,,6797,5,1.9293501475723072,,,,,,,Feature,,,,,,Category,Subject,,
402,,,,6792,10,3.8122021178223795,,,,,,,Feature,,,,,,Category,Subject,,
403,,,,6787,15,5.555828757957681,,,,,,,Feature,,,,,,Category,Subject,,
404,,,,6782,20,7.076879706046697,,,,,,,Feature,,,,,,Category,Subject,,
405,,,,6772,30,9.417548592086517,,,,,,,Feature,,,,,,Category,Subject,,
406,,,,6762,40,5.705884790633216,,,,,,,Feature,,,,,,Category,Subject,,
407,,,,6752,50,3.232033840446708,,,,,,,Feature,,,,,,Category,Subject,,
408,,,,6742,60,1.864708660131407,,,,,,,Feature,,,,,,Category,Subject,,
409,,,,6732,70,1.496698172611425,,,,,,,Feature,,,,,,Category,Subject,,
410,,,,6801,1,0.42603344553639716,,,,,,,,Feature,,,,,Category,Subject,,
411,,,,6797,5,2.1210878886894173,,,,,,,,Feature,,,,,Category,Subject,,
412,,,,6792,10,4.195388495514107,,,,,,,,Feature,,,,,Category,Subject,,
413,,,,6787,15,6.097711006236254,,,,,,,,Feature,,,,,Category,Subject,,
414,,,,6782,20,7.697695007137394,,,,,,,,Feature,,,,,Category,Subject,,
415,,,,6772,30,10.017629719065694,,,,,,,,Feature,,,,,Category,Subject,,
416,,,,6762,40,5.497270675780328,,,,,,,,Feature,,,,,Category,Subject,,
417,,,,6752,50,2.809140033058053,,,,,,,,Feature,,,,,Category,Subject,,
418,,,,6742,60,1.5464445730759364,,,,,,,,Feature,,,,,Category,Subject,,
419,,,,6732,70,1.2417038024299274,,,,,,,,Feature,,,,,Category,Subject,,
420,,,,6801,1,0.4078116692278153,,,,,,,,,Feature,,,,Category,Subject,,
421,,,,6797,5,2.033267680580133,,,,,,,,,Feature,,,,Category,Subject,,
422,,,,6792,10,4.014230009445799,,,,,,,,,Feature,,,,Category,Subject,,
423,,,,6787,15,5.833279518660088,,,,,,,,,Feature,,,,Category,Subject,,
424,,,,6782,20,7.414434542550958,,,,,,,,,Feature,,,,Category,Subject,,
425,,,,6772,30,9.757116048362088,,,,,,,,,Feature,,,,Category,Subject,,
426,,,,6762,40,5.569575105918869,,,,,,,,,Feature,,,,Category,Subject,,
427,,,,6752,50,2.806418879918426,,,,,,,,,Feature,,,,Category,Subject,,
428,,,,6742,60,1.545464601730818,,,,,,,,,Feature,,,,Category,Subject,,
429,,,,6732,70,1.2302513199913818,,,,,,,,,Feature,,,,Category,Subject,,
430,,,,6801,1,0.31859120627187487,,,,,,,,,,Feature,,,Category,Subject,,
431,,,,6797,5,1.5883463330501952,,,,,,,,,,Feature,,,Category,Subject,,
432,,,,6792,10,3.1520971743121056,,,,,,,,,,Feature,,,Category,Subject,,
433,,,,6787,15,4.633409155239285,,,,,,,,,,Feature,,,Category,Subject,,
434,,,,6782,20,6.001455478243905,,,,,,,,,,Feature,,,Category,Subject,,
435,,,,6772,30,8.263599193595944,,,,,,,,,,Feature,,,Category,Subject,,
436,,,,6762,40,5.7175232642861875,,,,,,,,,,Feature,,,Category,Subject,,
437,,,,6752,50,3.4763409063863926,,,,,,,,,,Feature,,,Category,Subject,,
438,,,,6742,60,2.033475913011017,,,,,,,,,,Feature,,,Category,Subject,,
439,,,,6732,70,1.68541409520435,,,,,,,,,,Feature,,,Category,Subject,,
440,,,,6801,1,0.4927294285476891,,,,,,,,,,,Feature,,Category,Subject,,
441,,,,6797,5,2.459749130383123,,,,,,,,,,,Feature,,Category,Subject,,
442,,,,6792,10,4.866210587353526,,,,,,,,,,,Feature,,Category,Subject,,
443,,,,6787,15,7.0608796225070005,,,,,,,,,,,Feature,,Category,Subject,,
444,,,,6782,20,8.878522469594001,,,,,,,,,,,Feature,,Category,Subject,,
445,,,,6772,30,11.162961005014287,,,,,,,,,,,Feature,,Category,Subject,,
446,,,,6762,40,4.811333571559976,,,,,,,,,,,Feature,,Category,Subject,,
447,,,,6752,50,1.8494574117036573,,,,,,,,,,,Feature,,Category,Subject,,
448,,,,6742,60,0.7325645915685964,,,,,,,,,,,Feature,,Category,Subject,,
449,,,,6732,70,0.4886941047484597,,,,,,,,,,,Feature,,Category,Subject,,
450,,,,6801,1,0.995015787603182,,,,,,,,,,,,Feature,Category,Subject,,
451,,,,6797,5,4.952125237567354,,,,,,,,,,,,Feature,Category,Subject,,
452,,,,6792,10,9.775734480628698,,,,,,,,,,,,Feature,Category,Subject,,
453,,,,6787,15,12.432817737743909,,,,,,,,,,,,Feature,Category,Subject,,
454,,,,6782,20,12.700425796106842,,,,,,,,,,,,Feature,Category,Subject,,
455,,,,6772,30,12.725366257893612,,,,,,,,,,,,Feature,Category,Subject,,
456,,,,6762,40,0.26998199960759495,,,,,,,,,,,,Feature,Category,Subject,,
457,,,,6752,50,0.020975600348543996,,,,,,,,,,,,Feature,Category,Subject,,
458,,,,6742,60,0.0,,,,,,,,,,,,Feature,Category,Subject,,
459,,,,6732,70,0.0,,,,,,,,,,,,Feature,Category,Subject,,
460,,Category,Feature,30295,1,0.650622452065587,,,,,,,,,,,,,,,Subject,
461,,Category,Feature,30291,5,3.252374871638697,,,,,,,,,,,,,,,Subject,
462,,Category,Feature,30286,10,6.484734403833573,,,,,,,,,,,,,,,Subject,
463,,Category,Feature,30281,15,9.518497003664262,,,,,,,,,,,,,,,Subject,
464,,Category,Feature,30276,20,11.934761501788882,,,,,,,,,,,,,,,Subject,
465,,Category,Feature,30266,30,14.302628482558838,,,,,,,,,,,,,,,Subject,
466,,Category,Feature,30256,40,3.1301856186867827,,,,,,,,,,,,,,,Subject,
467,,Category,Feature,30246,50,0.559494733335368,,,,,,,,,,,,,,,Subject,
468,,Category,Feature,30236,60,0.1382793448597693,,,,,,,,,,,,,,,Subject,
469,,Category,Feature,30226,70,0.09104769691425141,,,,,,,,,,,,,,,Subject,
470,,,,6801,1,0.857390896742085,Category,Feature,,,,,,,,,,,,,Subject,
471,,,,6797,5,4.269844873723059,Category,Feature,,,,,,,,,,,,,Subject,
472,,,,6792,10,8.408815401869939,Category,Feature,,,,,,,,,,,,,Subject,
473,,,,6787,15,11.34672000777419,Category,Feature,,,,,,,,,,,,,Subject,
474,,,,6782,20,12.445430828447028,Category,Feature,,,,,,,,,,,,,Subject,
475,,,,6772,30,12.71562024489893,Category,Feature,,,,,,,,,,,,,Subject,
476,,,,6762,40,1.1410747518004798,Category,Feature,,,,,,,,,,,,,Subject,
477,,,,6752,50,0.14047586470006426,Category,Feature,,,,,,,,,,,,,Subject,
478,,,,6742,60,0.021003538256352462,Category,Feature,,,,,,,,,,,,,Subject,
479,,,,6732,70,0.010516175437714683,Category,Feature,,,,,,,,,,,,,Subject,
480,,,,6801,1,0.04315048635950708,Category,,Feature,,,,,,,,,,,,Subject,
481,,,,6797,5,0.20414454220052738,Category,,Feature,,,,,,,,,,,,Subject,
482,,,,6792,10,0.39795222568482197,Category,,Feature,,,,,,,,,,,,Subject,
483,,,,6787,15,0.5742578170659524,Category,,Feature,,,,,,,,,,,,Subject,
484,,,,6782,20,0.7361878644364268,Category,,Feature,,,,,,,,,,,,Subject,
485,,,,6772,30,0.988957991069168,Category,,Feature,,,,,,,,,,,,Subject,
486,,,,6762,40,0.9206713706025977,Category,,Feature,,,,,,,,,,,,Subject,
487,,,,6752,50,0.8273212785544157,Category,,Feature,,,,,,,,,,,,Subject,
488,,,,6742,60,0.7959446533265123,Category,,Feature,,,,,,,,,,,,Subject,
489,,,,6732,70,0.798395339018193,Category,,Feature,,,,,,,,,,,,Subject,
490,,,,6801,1,0.0476425732173893,Category,,,Feature,,,,,,,,,,,Subject,
491,,,,6797,5,0.23514653642542782,Category,,,Feature,,,,,,,,,,,Subject,
492,,,,6792,10,0.4536152072757919,Category,,,Feature,,,,,,,,,,,Subject,
493,,,,6787,15,0.6593458407488496,Category,,,Feature,,,,,,,,,,,Subject,
494,,,,6782,20,0.8574982143436852,Category,,,Feature,,,,,,,,,,,Subject,
495,,,,6772,30,1.2439785015365716,Category,,,Feature,,,,,,,,,,,Subject,
496,,,,6762,40,1.3770479952661878,Category,,,Feature,,,,,,,,,,,Subject,
497,,,,6752,50,1.4400348601321846,Category,,,Feature,,,,,,,,,,,Subject,
498,,,,6742,60,1.4750294767272407,Category,,,Feature,,,,,,,,,,,Subject,
499,,,,6732,70,1.491284569062187,Category,,,Feature,,,,,,,,,,,Subject,
500,,,,6801,1,0.37243597332969197,Category,,,,Feature,,,,,,,,,,Subject,
501,,,,6797,5,1.8524023084463193,Category,,,,Feature,,,,,,,,,,Subject,
502,,,,6792,10,3.6563756144366697,Category,,,,Feature,,,,,,,,,,Subject,
503,,,,6787,15,5.321383162314801,Category,,,,Feature,,,,,,,,,,Subject,
504,,,,6782,20,6.790905305943698,Category,,,,Feature,,,,,,,,,,Subject,
505,,,,6772,30,9.088098584399336,Category,,,,Feature,,,,,,,,,,Subject,
506,,,,6762,40,5.755389667805133,Category,,,,Feature,,,,,,,,,,Subject,
507,,,,6752,50,3.4362168349155793,Category,,,,Feature,,,,,,,,,,Subject,
508,,,,6742,60,2.058212724346439,Category,,,,Feature,,,,,,,,,,Subject,
509,,,,6732,70,1.6863361154885805,Category,,,,Feature,,,,,,,,,,Subject,
510,,,,6801,1,0.12371621478857614,Category,,,,,Feature,,,,,,,,,Subject,
511,,,,6797,5,0.5599291739100175,Category,,,,,Feature,,,,,,,,,Subject,
512,,,,6792,10,1.039738555387212,Category,,,,,Feature,,,,,,,,,Subject,
513,,,,6787,15,1.4787727254421734,Category,,,,,Feature,,,,,,,,,Subject,
514,,,,6782,20,1.8802728571114988,Category,,,,,Feature,,,,,,,,,Subject,
515,,,,6772,30,2.6182780600197,Category,,,,,Feature,,,,,,,,,Subject,
516,,,,6762,40,2.507697137960814,Category,,,,,Feature,,,,,,,,,Subject,
517,,,,6752,50,2.410105494598857,Category,,,,,Feature,,,,,,,,,Subject,
518,,,,6742,60,2.3260700538277828,Category,,,,,Feature,,,,,,,,,Subject,
519,,,,6732,70,2.2814491498080085,Category,,,,,Feature,,,,,,,,,Subject,
520,,,,6801,1,0.4927294285476891,Category,,,,,,Feature,,,,,,,,Subject,
521,,,,6797,5,2.459749130383123,Category,,,,,,Feature,,,,,,,,Subject,
522,,,,6792,10,4.866210587353526,Category,,,,,,Feature,,,,,,,,Subject,
523,,,,6787,15,7.0608796225070005,Category,,,,,,Feature,,,,,,,,Subject,
524,,,,6782,20,8.878522469594001,Category,,,,,,Feature,,,,,,,,Subject,
525,,,,6772,30,11.162961005014287,Category,,,,,,Feature,,,,,,,,Subject,
526,,,,6762,40,4.811333571559976,Category,,,,,,Feature,,,,,,,,Subject,
527,,,,6752,50,1.8494574117036573,Category,,,,,,Feature,,,,,,,,Subject,
528,,,,6742,60,0.7325645915685964,Category,,,,,,Feature,,,,,,,,Subject,
529,,,,6732,70,0.4886941047484597,Category,,,,,,Feature,,,,,,,,Subject,
530,,,,6801,1,0.04086523592920775,Category,,,,,,,Feature,,,,,,,Subject,
531,,,,6797,5,0.19636449258989858,Category,,,,,,,Feature,,,,,,,Subject,
532,,,,6792,10,0.3836540127500789,Category,,,,,,,Feature,,,,,,,Subject,
533,,,,6787,15,0.5566130202661936,Category,,,,,,,Feature,,,,,,,Subject,
534,,,,6782,20,0.7202118044576955,Category,,,,,,,Feature,,,,,,,Subject,
535,,,,6772,30,1.012133584830386,Category,,,,,,,Feature,,,,,,,Subject,
536,,,,6762,40,1.0486580936151932,Category,,,,,,,Feature,,,,,,,Subject,
537,,,,6752,50,1.0075232494669004,Category,,,,,,,Feature,,,,,,,Subject,
538,,,,6742,60,0.9909784339644737,Category,,,,,,,Feature,,,,,,,Subject,
539,,,,6732,70,0.9895840387508258,Category,,,,,,,Feature,,,,,,,Subject,
540,,,,6801,1,0.03971206937063419,Category,,,,,,,,Feature,,,,,,Subject,
541,,,,6797,5,0.18599204878130213,Category,,,,,,,,Feature,,,,,,Subject,
542,,,,6792,10,0.35550086522106683,Category,,,,,,,,Feature,,,,,,Subject,
543,,,,6787,15,0.5142444102543294,Category,,,,,,,,Feature,,,,,,Subject,
544,,,,6782,20,0.6557610082262824,Category,,,,,,,,Feature,,,,,,Subject,
545,,,,6772,30,0.907042788377283,Category,,,,,,,,Feature,,,,,,Subject,
546,,,,6762,40,0.9352964152938228,Category,,,,,,,,Feature,,,,,,Subject,
547,,,,6752,50,0.9279620756403363,Category,,,,,,,,Feature,,,,,,Subject,
548,,,,6742,60,0.940178049347359,Category,,,,,,,,Feature,,,,,,Subject,
549,,,,6732,70,0.9481610907787877,Category,,,,,,,,Feature,,,,,,Subject,
550,,,,6801,1,0.028966842351429274,Category,,,,,,,,,Feature,,,,,Subject,
551,,,,6797,5,0.14357998161164934,Category,,,,,,,,,Feature,,,,,Subject,
552,,,,6792,10,0.27934347635769974,Category,,,,,,,,,Feature,,,,,Subject,
553,,,,6787,15,0.4071731906392895,Category,,,,,,,,,Feature,,,,,Subject,
554,,,,6782,20,0.5290472580131922,Category,,,,,,,,,Feature,,,,,Subject,
555,,,,6772,30,0.7576739353789942,Category,,,,,,,,,Feature,,,,,Subject,
556,,,,6762,40,0.8290656951804563,Category,,,,,,,,,Feature,,,,,Subject,
557,,,,6752,50,0.8567553166800285,Category,,,,,,,,,Feature,,,,,Subject,
558,,,,6742,60,0.8769379871296336,Category,,,,,,,,,Feature,,,,,Subject,
559,,,,6732,70,0.8817407717303768,Category,,,,,,,,,Feature,,,,,Subject,
560,,,,6801,1,0.22930553764553013,Category,,,,,,,,,,Feature,,,,Subject,
561,,,,6797,5,1.1391546360107676,Category,,,,,,,,,,Feature,,,,Subject,
562,,,,6792,10,2.255574808834133,Category,,,,,,,,,,Feature,,,,Subject,
563,,,,6787,15,3.3214221174835328,Category,,,,,,,,,,Feature,,,,Subject,
564,,,,6782,20,4.334374915604358,Category,,,,,,,,,,Feature,,,,Subject,
565,,,,6772,30,6.167224328088331,Category,,,,,,,,,,Feature,,,,Subject,
566,,,,6762,40,5.245151446343462,Category,,,,,,,,,,Feature,,,,Subject,
567,,,,6752,50,3.983116193485192,Category,,,,,,,,,,Feature,,,,Subject,
568,,,,6742,60,3.0065111238182123,Category,,,,,,,,,,Feature,,,,Subject,
569,,,,6732,70,2.7025145590966893,Category,,,,,,,,,,Feature,,,,Subject,
570,,,,6801,1,0.04086523592920775,Category,,,,,,,,,,,Feature,,,Subject,
571,,,,6797,5,0.1884058180473772,Category,,,,,,,,,,,Feature,,,Subject,
572,,,,6792,10,0.3616663756362595,Category,,,,,,,,,,,Feature,,,Subject,
573,,,,6787,15,0.5337059844800973,Category,,,,,,,,,,,Feature,,,Subject,
574,,,,6782,20,0.7005073236929394,Category,,,,,,,,,,,Feature,,,Subject,
575,,,,6772,30,1.0181483559402749,Category,,,,,,,,,,,Feature,,,Subject,
576,,,,6762,40,1.1606239405001912,Category,,,,,,,,,,,Feature,,,Subject,
577,,,,6752,50,1.2118320737328072,Category,,,,,,,,,,,Feature,,,Subject,
578,,,,6742,60,1.2367005276011658,Category,,,,,,,,,,,Feature,,,Subject,
579,,,,6732,70,1.242960908594335,Category,,,,,,,,,,,Feature,,,Subject,
580,,,,6801,1,0.33264109221405497,,Feature,,,,,,,,,,,Category,,Subject,
581,,,,6797,5,1.6573421182697852,,Feature,,,,,,,,,,,Category,,Subject,
582,,,,6792,10,3.2710395572519793,,Feature,,,,,,,,,,,Category,,Subject,
583,,,,6787,15,4.78708018037514,,Feature,,,,,,,,,,,Category,,Subject,
584,,,,6782,20,6.153067560315269,,Feature,,,,,,,,,,,Category,,Subject,
585,,,,6772,30,8.396854771673736,,Feature,,,,,,,,,,,Category,,Subject,
586,,,,6762,40,5.660759998419376,,Feature,,,,,,,,,,,Category,,Subject,
587,,,,6752,50,3.594081713691238,,Feature,,,,,,,,,,,Category,,Subject,
588,,,,6742,60,2.3881487939418684,,Feature,,,,,,,,,,,Category,,Subject,
589,,,,6732,70,2.072297903890933,,Feature,,,,,,,,,,,Category,,Subject,
590,,,,6801,1,0.026473022569399013,,,Feature,,,,,,,,,,Category,,Subject,
591,,,,6797,5,0.12855437086958274,,,Feature,,,,,,,,,,Category,,Subject,
592,,,,6792,10,0.24707780225415943,,,Feature,,,,,,,,,,Category,,Subject,
593,,,,6787,15,0.36129885987196647,,,Feature,,,,,,,,,,Category,,Subject,
594,,,,6782,20,0.47549041440251,,,Feature,,,,,,,,,,Category,,Subject,
595,,,,6772,30,0.7003829734084757,,,Feature,,,,,,,,,,Category,,Subject,
596,,,,6762,40,0.8186366613289987,,,Feature,,,,,,,,,,Category,,Subject,
597,,,,6752,50,0.88698929983565,,,Feature,,,,,,,,,,Category,,Subject,
598,,,,6742,60,0.9430627388503889,,,Feature,,,,,,,,,,Category,,Subject,
599,,,,6732,70,0.9663684500798362,,,Feature,,,,,,,,,,Category,,Subject,
600,,,,6801,1,0.08848460162735396,,,,Feature,,,,,,,,,Category,,Subject,
601,,,,6797,5,0.4335372810812304,,,,Feature,,,,,,,,,Category,,Subject,
602,,,,6792,10,0.8186406926178899,,,,Feature,,,,,,,,,Category,,Subject,
603,,,,6787,15,1.1703213570775381,,,,Feature,,,,,,,,,Category,,Subject,
604,,,,6782,20,1.4822427985649096,,,,Feature,,,,,,,,,Category,,Subject,
605,,,,6772,30,2.050067114969457,,,,Feature,,,,,,,,,Category,,Subject,
606,,,,6762,40,2.0389802589212946,,,,Feature,,,,,,,,,Category,,Subject,
607,,,,6752,50,2.025102951032923,,,,Feature,,,,,,,,,Category,,Subject,
608,,,,6742,60,2.032243648273001,,,,Feature,,,,,,,,,Category,,Subject,
609,,,,6732,70,2.0372699568143564,,,,Feature,,,,,,,,,Category,,Subject,
610,,,,6801,1,0.8384376825292563,,,,,Feature,,,,,,,,Category,,Subject,
