,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,emma
460,,Category,Feature,10833,1,0.1311258468263493,,,,,,,,,,,,,,,Subject
461,,Category,Feature,10829,5,0.5696973246242161,,,,,,,,,,,,,,,Subject
462,,Category,Feature,10824,10,1.0632670244394546,,,,,,,,,,,,,,,Subject
463,,Category,Feature,10819,15,1.5010705495908332,,,,,,,,,,,,,,,Subject
464,,Category,Feature,10814,20,1.9179190783400852,,,,,,,,,,,,,,,Subject
465,,Category,Feature,10804,30,2.6841274938876514,,,,,,,,,,,,,,,Subject
466,,Category,Feature,10794,40,2.6819778529555918,,,,,,,,,,,,,,,Subject
467,,Category,Feature,10784,50,2.631067037962234,,,,,,,,,,,,,,,Subject
468,,Category,Feature,10774,60,2.586627545102468,,,,,,,,,,,,,,,Subject
469,,Category,Feature,10764,70,2.561474550504495,,,,,,,,,,,,,,,Subject
470,,,,10833,1,0.30353964661295185,Category,Feature,,,,,,,,,,,,,Subject
471,,,,10829,5,1.512766601256823,Category,Feature,,,,,,,,,,,,,Subject
472,,,,10824,10,2.99368157079479,Category,Feature,,,,,,,,,,,,,Subject
473,,,,10819,15,4.410484961064546,Category,Feature,,,,,,,,,,,,,Subject
474,,,,10814,20,5.725429819062111,Category,Feature,,,,,,,,,,,,,Subject
475,,,,10804,30,7.9537759641779004,Category,Feature,,,,,,,,,,,,,Subject
476,,,,10794,40,5.681820679916868,Category,Feature,,,,,,,,,,,,,Subject
477,,,,10784,50,3.7633026503989937,Category,Feature,,,,,,,,,,,,,Subject
478,,,,10774,60,2.6161461674302218,Category,Feature,,,,,,,,,,,,,Subject
479,,,,10764,70,2.2961612442886707,Category,Feature,,,,,,,,,,,,,Subject
480,,,,10833,1,0.23491302202486047,Category,,Feature,,,,,,,,,,,,Subject
481,,,,10829,5,1.1714254383586566,Category,,Feature,,,,,,,,,,,,Subject
482,,,,10824,10,2.3220643985635916,Category,,Feature,,,,,,,,,,,,Subject
483,,,,10819,15,3.437872156771447,Category,,Feature,,,,,,,,,,,,Subject
484,,,,10814,20,4.510522190352874,Category,,Feature,,,,,,,,,,,,Subject
485,,,,10804,30,6.459950393824782,Category,,Feature,,,,,,,,,,,,Subject
486,,,,10794,40,5.374920917061219,Category,,Feature,,,,,,,,,,,,Subject
487,,,,10784,50,3.9857857811187527,Category,,Feature,,,,,,,,,,,,Subject
488,,,,10774,60,2.990396254218004,Category,,Feature,,,,,,,,,,,,Subject
489,,,,10764,70,2.7150073903779783,Category,,Feature,,,,,,,,,,,,Subject
490,,,,10833,1,0.17020747611903037,Category,,,Feature,,,,,,,,,,,Subject
491,,,,10829,5,0.8458505496431808,Category,,,Feature,,,,,,,,,,,Subject
492,,,,10824,10,1.676601239941935,Category,,,Feature,,,,,,,,,,,Subject
493,,,,10819,15,2.489127350013367,Category,,,Feature,,,,,,,,,,,Subject
494,,,,10814,20,3.279985101025094,Category,,,Feature,,,,,,,,,,,Subject
495,,,,10804,30,4.7765129416330945,Category,,,Feature,,,,,,,,,,,Subject
496,,,,10794,40,4.563679395851027,Category,,,Feature,,,,,,,,,,,Subject
497,,,,10784,50,3.9421752034859936,Category,,,Feature,,,,,,,,,,,Subject
498,,,,10774,60,3.3229720554322144,Category,,,Feature,,,,,,,,,,,Subject
499,,,,10764,70,3.0934175144503335,Category,,,Feature,,,,,,,,,,,Subject
500,,,,10833,1,0.006790627606875098,Category,,,,Feature,,,,,,,,,,Subject
501,,,,10829,5,0.03395976928235383,Category,,,,Feature,,,,,,,,,,Subject
502,,,,10824,10,0.06793610119043929,Category,,,,Feature,,,,,,,,,,Subject
503,,,,10819,15,0.10192896964426688,Category,,,,Feature,,,,,,,,,,Subject
504,,,,10814,20,0.13593834819469,Category,,,,Feature,,,,,,,,,,Subject
505,,,,10804,30,0.20335699688329295,Category,,,,Feature,,,,,,,,,,Subject
506,,,,10794,40,0.24588762904693703,Category,,,,Feature,,,,,,,,,,Subject
507,,,,10784,50,0.2749316523193276,Category,,,,Feature,,,,,,,,,,Subject
508,,,,10774,60,0.29948168030124594,Category,,,,Feature,,,,,,,,,,Subject
509,,,,10764,70,0.31054126405753124,Category,,,,Feature,,,,,,,,,,Subject
510,,,,10833,1,0.03214682498443369,Category,,,,,Feature,,,,,,,,,Subject
511,,,,10829,5,0.1583750062372489,Category,,,,,Feature,,,,,,,,,Subject
512,,,,10824,10,0.3102907928315631,Category,,,,,Feature,,,,,,,,,Subject
513,,,,10819,15,0.46060219075089875,Category,,,,,Feature,,,,,,,,,Subject
514,,,,10814,20,0.6074832795885561,Category,,,,,Feature,,,,,,,,,Subject
515,,,,10804,30,0.8767050062987964,Category,,,,,Feature,,,,,,,,,Subject
516,,,,10794,40,0.9637249646634612,Category,,,,,Feature,,,,,,,,,Subject
517,,,,10784,50,0.9754845169092365,Category,,,,,Feature,,,,,,,,,Subject
518,,,,10774,60,0.9792148500794641,Category,,,,,Feature,,,,,,,,,Subject
519,,,,10764,70,0.9860024056974859,Category,,,,,Feature,,,,,,,,,Subject
520,,,,10833,1,0.207648678580609,Category,,,,,,Feature,,,,,,,,Subject
521,,,,10829,5,1.0239062778749797,Category,,,,,,Feature,,,,,,,,Subject
522,,,,10824,10,2.0201584920635716,Category,,,,,,Feature,,,,,,,,Subject
523,,,,10819,15,2.955063230645452,Category,,,,,,Feature,,,,,,,,Subject
524,,,,10814,20,3.810150425258974,Category,,,,,,Feature,,,,,,,,Subject
525,,,,10804,30,5.2894816510711005,Category,,,,,,Feature,,,,,,,,Subject
526,,,,10794,40,4.249800509650879,Category,,,,,,Feature,,,,,,,,Subject
527,,,,10784,50,3.3290665395351704,Category,,,,,,Feature,,,,,,,,Subject
528,,,,10774,60,2.7226355316080766,Category,,,,,,Feature,,,,,,,,Subject
529,,,,10764,70,2.563744334805178,Category,,,,,,Feature,,,,,,,,Subject
530,,,,10833,1,0.12952909776384566,Category,,,,,,,Feature,,,,,,,Subject
531,,,,10829,5,0.639903511133548,Category,,,,,,,Feature,,,,,,,Subject
532,,,,10824,10,1.2630240644330843,Category,,,,,,,Feature,,,,,,,Subject
533,,,,10819,15,1.8639170867281665,Category,,,,,,,Feature,,,,,,,Subject
534,,,,10814,20,2.435137475888428,Category,,,,,,,Feature,,,,,,,Subject
535,,,,10804,30,3.488746273452895,Category,,,,,,,Feature,,,,,,,Subject
536,,,,10794,40,3.34125755892262,Category,,,,,,,Feature,,,,,,,Subject
537,,,,10784,50,3.0367669166185736,Category,,,,,,,Feature,,,,,,,Subject
538,,,,10774,60,2.8082100591993093,Category,,,,,,,Feature,,,,,,,Subject
539,,,,10764,70,2.7132942836100895,Category,,,,,,,Feature,,,,,,,Subject
540,,,,10833,1,0.017736996949073797,Category,,,,,,,,Feature,,,,,,Subject
541,,,,10829,5,0.08728679727131923,Category,,,,,,,,Feature,,,,,,Subject
542,,,,10824,10,0.171199637661207,Category,,,,,,,,Feature,,,,,,Subject
543,,,,10819,15,0.25074640123791436,Category,,,,,,,,Feature,,,,,,Subject
544,,,,10814,20,0.3244121654704998,Category,,,,,,,,Feature,,,,,,Subject
545,,,,10804,30,0.44548350278473553,Category,,,,,,,,Feature,,,,,,Subject
546,,,,10794,40,0.4309710024359385,Category,,,,,,,,Feature,,,,,,Subject
547,,,,10784,50,0.3800049195699269,Category,,,,,,,,Feature,,,,,,Subject
548,,,,10774,60,0.35088584423533453,Category,,,,,,,,Feature,,,,,,Subject
549,,,,10764,70,0.34632817819849354,Category,,,,,,,,Feature,,,,,,Subject
550,,,,10833,1,0.0243455519443729,Category,,,,,,,,,Feature,,,,,Subject
551,,,,10829,5,0.11836784855987452,Category,,,,,,,,,Feature,,,,,Subject
552,,,,10824,10,0.23385650169567648,Category,,,,,,,,,Feature,,,,,Subject
553,,,,10819,15,0.3476579983727941,Category,,,,,,,,,Feature,,,,,Subject
554,,,,10814,20,0.4594140373185322,Category,,,,,,,,,Feature,,,,,Subject
555,,,,10804,30,0.6658746691296012,Category,,,,,,,,,Feature,,,,,Subject
556,,,,10794,40,0.7718301506263904,Category,,,,,,,,,Feature,,,,,Subject
557,,,,10784,50,0.8334693072507985,Category,,,,,,,,,Feature,,,,,Subject
558,,,,10774,60,0.8960393275635946,Category,,,,,,,,,Feature,,,,,Subject
559,,,,10764,70,0.9218744486885145,Category,,,,,,,,,Feature,,,,,Subject
560,,,,10833,1,0.027518554874401878,Category,,,,,,,,,,Feature,,,,Subject
561,,,,10829,5,0.12139847725939802,Category,,,,,,,,,,Feature,,,,Subject
562,,,,10824,10,0.22329119182529855,Category,,,,,,,,,,Feature,,,,Subject
563,,,,10819,15,0.3114116331887609,Category,,,,,,,,,,Feature,,,,Subject
564,,,,10814,20,0.3868849058168958,Category,,,,,,,,,,Feature,,,,Subject
565,,,,10804,30,0.5118805078193626,Category,,,,,,,,,,Feature,,,,Subject
566,,,,10794,40,0.5038212506219206,Category,,,,,,,,,,Feature,,,,Subject
567,,,,10784,50,0.4876581106038774,Category,,,,,,,,,,Feature,,,,Subject
568,,,,10774,60,0.47330578305228543,Category,,,,,,,,,,Feature,,,,Subject
569,,,,10764,70,0.46564598424778425,Category,,,,,,,,,,Feature,,,,Subject
570,,,,10833,1,0.08363763420734241,Category,,,,,,,,,,,Feature,,,Subject
571,,,,10829,5,0.32160454636249014,Category,,,,,,,,,,,Feature,,,Subject
572,,,,10824,10,0.5290054036049754,Category,,,,,,,,,,,Feature,,,Subject
573,,,,10819,15,0.6628551363301299,Category,,,,,,,,,,,Feature,,,Subject
574,,,,10814,20,0.7559158612145238,Category,,,,,,,,,,,Feature,,,Subject
575,,,,10804,30,0.8643391938975629,Category,,,,,,,,,,,Feature,,,Subject
576,,,,10794,40,0.605692811100364,Category,,,,,,,,,,,Feature,,,Subject
577,,,,10784,50,0.531970420865016,Category,,,,,,,,,,,Feature,,,Subject
578,,,,10774,60,0.5293559802901414,Category,,,,,,,,,,,Feature,,,Subject
579,,,,10764,70,0.534046445733257,Category,,,,,,,,,,,Feature,,,Subject
580,,,,10833,1,0.6916624284877356,,Feature,,,,,,,,,,,Category,,Subject
581,,,,10829,5,3.4311011418955024,,Feature,,,,,,,,,,,Category,,Subject
582,,,,10824,10,6.775062407793956,,Feature,,,,,,,,,,,Category,,Subject
583,,,,10819,15,9.542672436262716,,Feature,,,,,,,,,,,Category,,Subject
584,,,,10814,20,11.296013981591248,,Feature,,,,,,,,,,,Category,,Subject
585,,,,10804,30,12.776385851809195,,Feature,,,,,,,,,,,Category,,Subject
586,,,,10794,40,3.16925687843306,,Feature,,,,,,,,,,,Category,,Subject
587,,,,10784,50,0.9619268427906914,,Feature,,,,,,,,,,,Category,,Subject
588,,,,10774,60,0.4215303777659647,,Feature,,,,,,,,,,,Category,,Subject
589,,,,10764,70,0.3329219533441306,,Feature,,,,,,,,,,,Category,,Subject
590,,,,10833,1,0.9543404125197941,,,Feature,,,,,,,,,,Category,,Subject
591,,,,10829,5,4.711550419639794,,,Feature,,,,,,,,,,Category,,Subject
592,,,,10824,10,9.317606252609627,,,Feature,,,,,,,,,,Category,,Subject
593,,,,10819,15,12.426317462184407,,,Feature,,,,,,,,,,Category,,Subject
594,,,,10814,20,13.183114208368368,,,Feature,,,,,,,,,,Category,,Subject
595,,,,10804,30,13.382028607685228,,,Feature,,,,,,,,,,Category,,Subject
596,,,,10794,40,0.8705126015039139,,,Feature,,,,,,,,,,Category,,Subject
597,,,,10784,50,0.14029214096433398,,,Feature,,,,,,,,,,Category,,Subject
598,,,,10774,60,0.023410616683724232,,,Feature,,,,,,,,,,Category,,Subject
599,,,,10764,70,0.00689162327691209,,,Feature,,,,,,,,,,Category,,Subject
600,,,,10833,1,0.4529020217314236,,,,Feature,,,,,,,,,Category,,Subject
601,,,,10829,5,2.176535049634938,,,,Feature,,,,,,,,,Category,,Subject
602,,,,10824,10,4.182279900659632,,,,Feature,,,,,,,,,Category,,Subject
603,,,,10819,15,5.835309435294203,,,,Feature,,,,,,,,,Category,,Subject
604,,,,10814,20,7.013557014551983,,,,Feature,,,,,,,,,Category,,Subject
605,,,,10804,30,8.354968229503314,,,,Feature,,,,,,,,,Category,,Subject
606,,,,10794,40,4.027150603033797,,,,Feature,,,,,,,,,Category,,Subject
607,,,,10784,50,2.7235268725789057,,,,Feature,,,,,,,,,Category,,Subject
608,,,,10774,60,2.205631339205633,,,,Feature,,,,,,,,,Category,,Subject
609,,,,10764,70,2.0534487433681523,,,,Feature,,,,,,,,,Category,,Subject
610,,,,10833,1,0.3490567546435336,,,,,Feature,,,,,,,,Category,,Subject
611,,,,10829,5,1.7432111821376526,,,,,Feature,,,,,,,,Category,,Subject
612,,,,10824,10,3.464100357220959,,,,,Feature,,,,,,,,Category,,Subject
613,,,,10819,15,5.115945753707542,,,,,Feature,,,,,,,,Category,,Subject
614,,,,10814,20,6.638380209520802,,,,,Feature,,,,,,,,Category,,Subject
615,,,,10804,30,9.14774638094562,,,,,Feature,,,,,,,,Category,,Subject
616,,,,10794,40,5.976421626817168,,,,,Feature,,,,,,,,Category,,Subject
617,,,,10784,50,3.5004356404784427,,,,,Feature,,,,,,,,Category,,Subject
618,,,,10774,60,2.0406417486740938,,,,,Feature,,,,,,,,Category,,Subject
619,,,,10764,70,1.6369984720407946,,,,,Feature,,,,,,,,Category,,Subject
620,,,,10833,1,0.9427689754162086,,,,,,Feature,,,,,,,Category,,Subject
621,,,,10829,5,4.673863983802009,,,,,,Feature,,,,,,,Category,,Subject
622,,,,10824,10,9.256880674889537,,,,,,Feature,,,,,,,Category,,Subject
623,,,,10819,15,12.424607081408247,,,,,,Feature,,,,,,,Category,,Subject
624,,,,10814,20,13.188640537190064,,,,,,Feature,,,,,,,Category,,Subject
625,,,,10804,30,13.383259908028512,,,,,,Feature,,,,,,,Category,,Subject
626,,,,10794,40,0.8541101361877979,,,,,,Feature,,,,,,,Category,,Subject
627,,,,10784,50,0.13204325689006766,,,,,,Feature,,,,,,,Category,,Subject
628,,,,10774,60,0.026164570475943255,,,,,,Feature,,,,,,,Category,,Subject
629,,,,10764,70,0.012404697671390883,,,,,,Feature,,,,,,,Category,,Subject
630,,,,10833,1,0.2837835579458447,,,,,,,Feature,,,,,,Category,,Subject
631,,,,10829,5,1.4149696393172377,,,,,,,Feature,,,,,,Category,,Subject
632,,,,10824,10,2.803144142395879,,,,,,,Feature,,,,,,Category,,Subject
633,,,,10819,15,4.1377752144882844,,,,,,,Feature,,,,,,Category,,Subject
634,,,,10814,20,5.410596792781574,,,,,,,Feature,,,,,,Category,,Subject
635,,,,10804,30,7.671740945303095,,,,,,,Feature,,,,,,Category,,Subject
636,,,,10794,40,5.8580810480188585,,,,,,,Feature,,,,,,Category,,Subject
637,,,,10784,50,3.9316766355565105,,,,,,,Feature,,,,,,Category,,Subject
638,,,,10774,60,2.676980616628178,,,,,,,Feature,,,,,,Category,,Subject
639,,,,10764,70,2.328979532455717,,,,,,,Feature,,,,,,Category,,Subject
640,,,,10833,1,0.8277782046312301,,,,,,,,Feature,,,,,Category,,Subject
641,,,,10829,5,4.059625370772827,,,,,,,,Feature,,,,,Category,,Subject
642,,,,10824,10,7.994580042653855,,,,,,,,Feature,,,,,Category,,Subject
643,,,,10819,15,10.88474989935486,,,,,,,,Feature,,,,,Category,,Subject
644,,,,10814,20,12.246444263227685,,,,,,,,Feature,,,,,Category,,Subject
645,,,,10804,30,13.123074934942903,,,,,,,,Feature,,,,,Category,,Subject
646,,,,10794,40,2.2789512609527787,,,,,,,,Feature,,,,,Category,,Subject
647,,,,10784,50,0.6104658580370649,,,,,,,,Feature,,,,,Category,,Subject
648,,,,10774,60,0.20948799761835282,,,,,,,,Feature,,,,,Category,,Subject
649,,,,10764,70,0.13915022546871647,,,,,,,,Feature,,,,,Category,,Subject
650,,,,24832,1,0.8917777125505026,,,,,,,,,Feature,,,,Category,,Subject
651,,,,24828,5,4.339495650428714,,,,,,,,,Feature,,,,Category,,Subject
652,,,,24823,10,8.578018897390857,,,,,,,,,Feature,,,,Category,,Subject
653,,,,24818,15,12.032049497919106,,,,,,,,,Feature,,,,Category,,Subject
654,,,,24813,20,13.569093841281882,,,,,,,,,Feature,,,,Category,,Subject
655,,,,24803,30,14.421307665763932,,,,,,,,,Feature,,,,Category,,Subject
656,,,,24793,40,2.029821876177057,,,,,,,,,Feature,,,,Category,,Subject
657,,,,24783,50,0.5010138939437431,,,,,,,,,Feature,,,,Category,,Subject
658,,,,24773,60,0.1469094543841998,,,,,,,,,Feature,,,,Category,,Subject
659,,,,24763,70,0.10295191828379822,,,,,,,,,Feature,,,,Category,,Subject
660,,,,10833,1,0.2425799185268849,,,,,,,,,,Feature,,,Category,,Subject
661,,,,10829,5,1.2102024332558274,,,,,,,,,,Feature,,,Category,,Subject
662,,,,10824,10,2.405796886866977,,,,,,,,,,Feature,,,Category,,Subject
663,,,,10819,15,3.560912964046956,,,,,,,,,,Feature,,,Category,,Subject
664,,,,10814,20,4.660997703377885,,,,,,,,,,Feature,,,Category,,Subject
665,,,,10804,30,6.65429659367647,,,,,,,,,,Feature,,,Category,,Subject
666,,,,10794,40,5.525928290895742,,,,,,,,,,Feature,,,Category,,Subject
667,,,,10784,50,4.100482006242606,,,,,,,,,,Feature,,,Category,,Subject
668,,,,10774,60,3.0574507212516306,,,,,,,,,,Feature,,,Category,,Subject
669,,,,10764,70,2.7159153597346943,,,,,,,,,,Feature,,,Category,,Subject
670,,,,10833,1,0.9300867708970513,,,,,,,,,,,Feature,,Category,,Subject
671,,,,10829,5,4.609011473013518,,,,,,,,,,,Feature,,Category,,Subject
672,,,,10824,10,9.120973175267848,,,,,,,,,,,Feature,,Category,,Subject
673,,,,10819,15,12.27409971601121,,,,,,,,,,,Feature,,Category,,Subject
674,,,,10814,20,13.145636025065428,,,,,,,,,,,Feature,,Category,,Subject
675,,,,10804,30,13.373766027145814,,,,,,,,,,,Feature,,Category,,Subject
676,,,,10794,40,0.9829845550508023,,,,,,,,,,,Feature,,Category,,Subject
677,,,,10784,50,0.15953778334346064,,,,,,,,,,,Feature,,Category,,Subject
678,,,,10774,60,0.03580301649683554,,,,,,,,,,,Feature,,Category,,Subject
679,,,,10764,70,0.017917572672630708,,,,,,,,,,,Feature,,Category,,Subject
680,,,,10833,1,0.9649263180062366,,,,,,,,,,,,Feature,Category,,Subject
681,,,,10829,5,4.766693923692299,,,,,,,,,,,,Feature,Category,,Subject
682,,,,10824,10,9.433142481380553,,,,,,,,,,,,Feature,Category,,Subject
683,,,,10819,15,12.563805079820247,,,,,,,,,,,,Feature,Category,,Subject
684,,,,10814,20,13.231110848626042,,,,,,,,,,,,Feature,Category,,Subject
685,,,,10804,30,13.387969075055407,,,,,,,,,,,,Feature,Category,,Subject
686,,,,10794,40,0.7515519436278654,,,,,,,,,,,,Feature,Category,,Subject
687,,,,10784,50,0.10729390201880896,,,,,,,,,,,,Feature,Category,,Subject
688,,,,10774,60,0.012394303679570028,,,,,,,,,,,,Feature,Category,,Subject
689,,,,10764,70,0.0055133235317872,,,,,,,,,,,,Feature,Category,,Subject
